일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C)
2013-12,8.223809523809525,1022.36,66.05,5.4350000000000005,8.76
2014-01,5.868965517241379,1023.748275862069,69.13793103448276,4.479310344827587,6.486206896551724
2014-02,6.178571428571429,1023.7107142857143,74.44444444444444,4.075,5.853571428571429
2014-03,5.287096774193548,1021.2666666666667,77.76923076923077,6.683333333333334,6.6466666666666665
2014-04,3.1689655172413795,1016.3275862068965,86.79310344827586,10.751724137931035,10.03103448275862
2014-05,4.113333333333333,1012.4068965517241,87.82758620689656,14.686206896551724,13.682758620689656
2014-06,2.5035714285714286,1006.9642857142857,94.96428571428571,18.90357142857143,17.521428571428572
2014-07,3.454838709677419,1007.0,96.13333333333334,21.348387096774193,19.874193548387098
2014-08,2.903225806451613,1007.2225806451613,95.7741935483871,22.138709677419353,21.26451612903226
2014-09,2.8666666666666667,1012.9966666666667,87.4,21.216666666666665,20.496153846153845
2014-10,5.033333333333333,1019.0566666666667,72.93333333333334,18.336666666666666,19.395238095238096
2014-11,5.746428571428572,1021.6285714285714,69.67857142857143,13.067857142857141,15.99642857142857
2014-12,8.096774193548388,1023.5419354838709,69.45161290322581,5.367741935483871,10.051612903225807
2015-01,6.075,1023.4,72.42857142857143,4.228571428571429,7.316666666666666
2015-02,8.4,1028.6,63.0,1.7,5.5
2015-03,4.554166666666666,1022.3909090909091,78.31818181818181,6.509090909090909,7.040909090909091
2015-04,4.48,1016.1206896551724,86.20689655172414,10.806896551724137,10.637931034482758
2015-05,3.816,1010.6296296296297,90.25925925925925,14.674074074074074,13.885185185185184
2015-06,2.9,1007.36,93.96666666666667,16.77,16.16
2015-07,3.448387096774194,1006.8612903225807,93.93548387096774,18.9,19.125806451612902
2015-08,3.0633333333333335,1008.5466666666667,92.83333333333333,19.866666666666667,20.846666666666668
2015-09,3.3666666666666667,1014.0407407407407,84.66666666666667,19.423076923076923,20.225925925925928
2015-10,4.809677419354839,1019.2225806451613,72.6774193548387,18.2,18.758064516129032
2015-11,5.626666666666667,1022.6833333333333,75.33333333333333,13.719999999999999,15.50344827586207
2015-12,6.606451612903226,1025.3387096774193,67.2258064516129,8.609677419354838,11.67741935483871
2016-01,5.843999999999999,1024.4375,66.0,4.8759999999999994,8.472000000000001
2016-02,6.137931034482759,1025.2896551724139,68.10344827586206,3.932,5.713793103448276
2016-03,4.01,1021.8766666666667,74.3,6.033333333333333,7.086666666666667
2016-04,4.153333333333333,1014.0566666666667,84.1,10.186666666666667,11.0
2016-05,3.948387096774194,1012.5129032258066,84.61290322580645,14.97741935483871,14.680645161290323
2016-06,2.8666666666666667,1008.2933333333333,91.56666666666666,17.996666666666666,16.796666666666667
2016-07,3.806451612903226,1008.0322580645161,92.09677419354838,21.97741935483871,20.596774193548388
2016-08,2.393548387096774,1006.3258064516128,89.87096774193549,23.9,22.345161290322583
2016-09,3.033333333333333,1012.8033333333333,88.8,21.246666666666666,20.85666666666667
2016-10,6.261290322580645,1018.4483870967742,75.3225806451613,18.0258064516129,19.274193548387096
2016-11,6.536666666666666,1022.8733333333333,69.4,11.706666666666667,14.903333333333334
2016-12,6.94516129032258,1025.1741935483872,68.87096774193549,7.235483870967743,10.399999999999999
2017-01,6.665384615384616,1025.3423076923077,68.1923076923077,4.5,7.338461538461539
2017-02,6.728571428571429,1024.4107142857142,70.5,3.5035714285714286,5.460714285714286
2017-03,4.912903225806452,1020.6225806451613,73.45161290322581,6.27741935483871,6.66774193548387
2017-04,4.33,1014.1666666666666,85.33333333333333,10.85,10.07
2017-05,3.0266666666666664,1013.4733333333334,87.26666666666667,15.386666666666667,13.96
2017-06,2.7733333333333334,1009.33,90.78571428571429,18.125,16.486666666666668
2017-07,3.6322580645161286,1008.0999999999999,96.33333333333333,21.52608695652174,19.5
2017-08,3.8193548387096774,1007.606896551724,87.82758620689656,24.71034482758621,23.63448275862069
2017-09,3.606666666666667,1012.8466666666667,84.06666666666666,21.30666666666667,20.626666666666665
2017-10,6.251612903225807,1020.1741935483872,75.45161290322581,17.506451612903227,18.103225806451615
2017-11,6.126666666666667,1023.4433333333333,66.93333333333334,11.086666666666668,14.366666666666667
2017-12,6.52258064516129,1026.4032258064517,67.29032258064517,5.319354838709677,9.316129032258065
2018-01,6.541935483870967,1024.7032258064517,72.7741935483871,2.2096774193548385,5.758064516129032
2018-02,6.45925925925926,1024.2296296296297,72.14814814814815,1.7407407407407407,3.225925925925926
2018-03,4.199999999999999,1020.3709677419355,86.80645161290323,5.709677419354839,5.854838709677419
2018-04,3.3950000000000005,1016.1766666666666,85.73333333333333,9.873333333333333,9.543333333333333
2018-05,3.6681818181818184,1011.9677419354839,87.74193548387096,14.393548387096773,14.758064516129032
2018-06,2.6166666666666667,1008.33,88.29166666666667,18.229166666666668,18.18
2018-07,3.148387096774193,1008.4064516129032,90.6923076923077,23.615384615384617,22.54516129032258
2018-08,4.016129032258065,1006.9666666666667,86.86666666666666,25.476666666666667,24.803333333333335
2018-09,4.096666666666667,1012.9,76.13333333333334,21.996666666666666,22.290000000000003
2018-10,5.776,1018.2083333333334,65.375,16.666666666666668,18.266666666666666
2018-11,5.153333333333333,1023.4033333333333,64.8,12.546666666666665,15.336666666666668
2018-12,7.145161290322581,1027.125806451613,44.354838709677416,5.703225806451614,10.861290322580645
2019-01,6.438709677419355,1026.983870967742,17.677419354838708,3.8806451612903223,6.883870967741935
2019-02,6.3,1024.6785714285713,63.73684210526316,3.6142857142857143,5.896428571428571
2019-03,5.193548387096774,1018.6903225806452,77.38709677419355,6.606451612903226,7.658064516129032
2019-04,3.913793103448276,1015.5172413793103,82.53333333333333,10.216666666666667,10.05
2019-05,3.703225806451613,1012.6103448275862,83.55172413793103,14.679310344827586,13.03103448275862
2019-06,2.4827586206896552,1007.3517241379311,92.4,17.483333333333334,16.103333333333335
2019-07,3.696774193548387,1005.9766666666667,95.13793103448276,20.23448275862069,18.153333333333332
2019-08,2.967741935483871,1006.5344827586207,90.29032258064517,23.76451612903226,21.635483870967743
2019-09,4.263333333333333,1013.49,88.96666666666667,21.076666666666664,20.040000000000003
2019-10,5.541935483870968,1018.2933333333333,72.90322580645162,18.751612903225805,19.980645161290322
2019-11,6.51,1022.1241379310344,68.82758620689656,13.810344827586206,16.279310344827586
2019-12,6.529032258064516,1025.2827586206897,67.25806451612904,8.141935483870968,11.080645161290322
2020-01,6.648387096774194,1023.0310344827586,70.29032258064517,6.629032258064516,8.338709677419354
2020-02,5.717241379310345,1024.9,76.86206896551724,6.406896551724138,7.279310344827586
2020-03,6.16774193548387,1018.8166666666667,73.96666666666667,8.044827586206896,8.216666666666667
2020-04,5.743333333333334,1018.0033333333333,74.6,10.406666666666666,10.463333333333333
2020-05,3.97741935483871,1010.6387096774193,88.03225806451613,14.661290322580646,13.416129032258064
2020-06,2.896666666666667,1006.6066666666667,92.76666666666667,18.4,16.64
2020-07,3.306451612903226,1006.3870967741935,92.96774193548387,20.096774193548388,18.30322580645161
2020-08,2.764516129032258,1008.3709677419355,92.53333333333333,23.845161290322583,21.804000000000002
2020-09,3.85,1011.6966666666667,83.4,21.923333333333336,21.51578947368421
2020-10,5.8517241379310345,1020.2620689655172,66.51724137931035,17.955172413793104,19.117241379310343
2020-11,6.513793103448276,1024.89,70.93333333333334,12.986666666666668,15.386666666666667
2020-12,6.34516129032258,1026.5677419354838,68.70967741935483,6.22258064516129,10.519354838709678
2021-01,6.47741935483871,1024.5838709677419,74.14814814814815,3.706451612903226,6.338709677419355
2021-02,6.039285714285714,1022.0357142857143,80.07407407407408,4.6571428571428575,5.625
2021-03,4.774193548387097,1020.0999999999999,87.87096774193549,7.596774193548387,7.641935483870968
2021-04,4.386666666666667,1018.6366666666667,81.43333333333334,11.68,10.8
2021-05,3.980645161290323,1009.8967741935484,90.2258064516129,14.85483870967742,13.658064516129032
2021-06,3.05,1007.8033333333333,97.86666666666666,18.783333333333335,17.236666666666668
2021-07,3.4129032258064513,1007.9366666666666,95.72,23.7,21.89
2021-08,3.261290322580645,1008.0806451612904,93.19354838709677,24.825806451612905,23.72258064516129
2021-09,4.510000000000001,1012.55,86.13333333333334,23.23,22.65666666666667
2021-10,5.4399999999999995,1021.0433333333333,75.53333333333333,19.006666666666668,20.653333333333332
2021-11,5.640740740740741,1020.6642857142857,70.0,13.50357142857143,15.607142857142858
2021-12,7.108,1025.84,70.08,7.468,10.668
2022-01,6.5,1025.3064516129032,70.03225806451613,3.890322580645161,6.764516129032257
2022-02,6.710714285714286,1026.7464285714286,71.07142857142857,2.996428571428571,5.164285714285714
2022-03,5.239999999999999,1018.3129032258065,83.83870967741936,7.4,6.929032258064517
2022-04,3.848275862068965,1017.8310344827586,88.86206896551724,11.072413793103449,10.275862068965518
2022-05,3.2580645161290325,1013.4193548387096,85.35483870967742,14.225806451612904,13.490322580645161
2022-06,4.19,1007.26,89.66666666666667,18.15666666666667,17.053333333333335
2022-07,3.4967741935483874,1005.6161290322581,89.0,22.94193548387097,22.30322580645161
2022-08,4.196153846153846,1007.2838709677419,85.12903225806451,24.596774193548388,24.68064516129032
2022-09,4.913333333333333,1011.95,79.83333333333333,20.89333333333333,21.063333333333333
2022-10,6.293548387096774,1021.6354838709677,68.45161290322581,16.19677419354839,18.45483870967742
2022-11,5.566666666666666,1021.06,68.86666666666666,13.013333333333332,15.183333333333334
2022-12,7.174193548387097,1024.8806451612902,64.58064516129032,4.706451612903226,9.67741935483871
2023-01,4.719354838709678,1024.8,70.06451612903226,3.570967741935484,6.267741935483872
2023-02,4.796428571428572,1025.7,72.03571428571429,3.4107142857142856,4.857142857142857
2023-03,5.116129032258065,1020.7064516129033,77.90322580645162,6.603225806451612,6.890322580645161
2023-04,4.503846153846154,1015.5222222222221,81.07407407407408,10.2,9.92222222222222
2023-05,3.7193548387096773,1012.7935483870967,87.06451612903226,14.293548387096775,13.577419354838709
2023-06,3.1866666666666665,1007.4833333333333,89.06666666666666,18.273333333333333,17.253333333333334
2023-07,4.209677419354839,1007.3806451612903,90.85714285714286,21.822580645161292,20.748387096774195
2023-08,3.032258064516129,1005.2258064516129,86.3225806451613,23.73225806451613,22.98709677419355
2023-09,3.4,1012.35,81.43333333333334,22.736666666666668,22.790000000000003
2023-10,4.863333333333333,1018.98,67.76666666666667,18.14,19.71333333333333
2023-11,7.1,1021.3814814814815,68.70370370370371,12.222222222222221,16.01851851851852
2023-12,6.4222222222222225,1024.085185185185,73.88888888888889,6.666666666666667,10.4
2024-01,6.270967741935484,1025.1733333333334,71.03333333333333,4.743333333333334,7.5633333333333335
2024-02,5.824137931034483,1023.876923076923,84.57692307692308,6.576923076923077,7.619230769230769
