일시,평균 풍속(m/s),평균기압(hPa),평균 상대습도(%),평균 기온(°C),평균 수온(°C),평균 최대 파고(m),평균 유의 파고(m),최고 유의 파고(m),최고 최대 파고(m),평균 파주기(sec),최고 파주기(sec),지점
2013-06,1.788888888888889,1007.1111111111111,89.66666666666667,20.444444444444443,19.233333333333334,0.21111111111111114,0.1,0.26,0.64,3.322222222222222,6.34,22183
2013-07,3.8793103448275863,1007.2392857142858,91.3103448275862,23.75862068965517,21.73448275862069,0.22068965517241382,0.11379310344827587,0.264516129032258,0.667741935483871,3.110344827586207,6.119354838709677,22183
2013-08,2.593548387096774,1007.7612903225806,88.25806451612904,25.76451612903226,24.56451612903226,0.21290322580645163,0.11290322580645161,0.24838709677419354,0.7419354838709677,3.3774193548387097,6.619354838709677,22183
2013-09,3.5833333333333335,1014.8033333333333,78.43333333333334,22.166666666666668,21.816666666666666,0.29,0.16333333333333336,0.31666666666666665,0.7166666666666667,3.0300000000000002,5.73,22183
2013-10,4.9,1019.7666666666667,73.48387096774194,17.641935483870967,19.06451612903226,0.4258064516129032,0.24516129032258063,0.45483870967741935,0.9548387096774194,3.1806451612903226,6.070967741935483,22183
2013-11,5.680000000000001,1021.2766666666666,69.86666666666666,11.16,14.63103448275862,0.5033333333333333,0.30333333333333334,0.53,0.9966666666666666,3.046666666666667,5.483333333333333,22183
2013-12,5.758064516129032,1022.7714285714285,66.66666666666667,5.753333333333333,9.586666666666668,0.49032258064516127,0.29354838709677417,0.5483870967741935,1.0064516129032257,3.0870967741935487,5.861290322580645,22183
2014-01,5.265384615384615,1026.3791666666666,68.26923076923077,3.7615384615384615,6.788461538461538,0.43846153846153846,0.2653846153846154,0.47096774193548385,0.9483870967741935,3.173076923076923,5.83225806451613,22183
2014-02,5.303571428571429,1024.4592592592594,70.96428571428571,4.296428571428572,6.796428571428572,0.4107142857142857,0.25,0.46071428571428574,0.8214285714285714,2.975,5.371428571428572,22183
2014-03,4.77741935483871,1021.4083333333333,74.10344827586206,7.673333333333333,8.196666666666667,0.3870967741935484,0.22903225806451616,0.4483870967741936,0.8838709677419354,3.106451612903226,5.909677419354838,22183
2014-04,3.1866666666666665,1017.6538461538462,76.06896551724138,12.493103448275862,12.168965517241379,0.2866666666666667,0.15333333333333335,0.35333333333333333,0.8566666666666667,3.316666666666667,6.53,22183
2014-05,3.76,1012.6071428571429,77.03571428571429,16.592857142857145,15.946428571428571,0.29333333333333333,0.16000000000000003,0.35161290322580646,0.8516129032258064,3.1366666666666663,6.258064516129032,22183
2014-06,2.3033333333333332,1007.0999999999999,86.13333333333334,20.436666666666667,19.470000000000002,0.23,0.12000000000000001,0.25666666666666665,0.7333333333333333,3.1333333333333333,5.783333333333333,22183
2014-07,2.4733333333333336,1007.49,88.46666666666667,23.15666666666667,21.87,0.24333333333333332,0.11333333333333334,0.24838709677419354,0.7741935483870968,3.1366666666666663,5.867741935483871,22183
2014-08,2.5935483870967744,1007.4266666666666,88.0,23.63225806451613,23.12258064516129,0.24838709677419354,0.13225806451612904,0.3032258064516129,0.732258064516129,3.070967741935484,5.887096774193548,22183
2014-09,2.433333333333333,1013.2,78.4,22.196666666666665,22.296666666666667,0.24666666666666667,0.13,0.2866666666666667,0.7233333333333333,3.0233333333333334,5.8966666666666665,22183
2014-10,3.5064516129032257,1019.1516129032258,70.80645161290323,18.13225806451613,20.358064516129033,0.35161290322580646,0.2,0.4064516129032258,0.8032258064516129,3.0064516129032257,5.725806451612903,22183
2014-11,4.236000000000001,1022.54,67.36,12.624,16.304000000000002,0.424,0.248,0.43666666666666665,0.8266666666666667,2.88,5.52,22183
2014-12,5.3625,1025.7166666666667,69.33333333333333,4.3625,8.987499999999999,0.5416666666666666,0.31666666666666665,0.6129032258064516,1.0774193548387097,3.0875,5.432258064516129,22183
2015-01,5.5103448275862075,1025.1035714285715,70.48275862068965,4.041379310344828,7.165517241379311,0.5586206896551724,0.3413793103448276,0.5870967741935483,1.0225806451612902,3.031034482758621,5.203225806451614,22183
2015-02,5.0321428571428575,1023.1074074074073,69.17857142857143,4.203571428571428,6.5928571428571425,0.4571428571428572,0.2785714285714286,0.4857142857142857,0.875,2.8428571428571425,4.925,22183
2015-03,3.851612903225806,1022.2548387096774,69.48387096774194,6.729032258064516,7.783870967741936,0.4096774193548387,0.22258064516129034,0.4612903225806452,1.2225806451612902,3.1451612903225805,5.941935483870967,22183
2015-04,3.2733333333333334,1016.2333333333333,78.33333333333333,11.946666666666665,11.213333333333335,0.27666666666666667,0.14666666666666667,0.3433333333333334,0.7899999999999999,3.06,6.153333333333333,22183
2015-05,2.7161290322580647,1010.9322580645162,79.2258064516129,16.177419354838708,15.329032258064515,0.27419354838709675,0.15806451612903227,0.3290322580645161,0.7967741935483871,3.070967741935484,5.867741935483871,22183
